train_idx,bench_id,bench_query_source,query
639,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
639,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
639,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
639,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
639,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
640,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
640,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
640,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
640,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
640,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
640,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
640,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
640,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
640,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
640,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
640,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
640,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
642,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
642,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
642,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
642,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
642,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
642,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
642,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
642,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
642,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
644,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
644,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
644,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
644,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
644,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
645,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
645,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
645,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
645,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
647,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
647,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
647,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
647,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
654,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
654,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
654,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
654,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
654,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
654,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
654,RLHF-V-2552,coco,Describe the key features of the image in great detail.
654,RLHF-V-2563,coco,Describe the key features of the image in great detail.
654,RLHF-V-5176,coco,Describe the key features of the image in great detail.
655,RLAIF-V-14901,Google-Landmark,"Give a thorough description of the image, focusing on the landmark it shows."
655,RLAIF-V-49459,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
655,RLAIF-V-82592,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
658,RLAIF-V-65823,OCR-VQA,Who is the author of this book?
659,RLAIF-V-32366,MovieNet,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
659,RLAIF-V-45709,sharegpt4v-web-celebrity,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
659,RLAIF-V-5066,sharegpt4v-web-celebrity,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
659,RLAIF-V-81811,sharegpt4v-web-celebrity,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
661,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
661,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
661,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
661,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
663,RLAIF-V-21990,Google-Landmark,"Create a detailed description describing the elements of the given worldwide landmark image. Identify the name of the landmark and describe the objects, colors, perspectives, etc."
663,RLAIF-V-25610,Google-Landmark,"Create a detailed description describing the elements of the given worldwide landmark image. Identify the name of the landmark and describe the objects, colors, perspectives, etc."
663,RLAIF-V-39464,sharegpt4v-web-landmark,"Create a detailed description describing the elements of the given worldwide landmark image. Identify the name of the landmark and describe the objects, colors, perspectives, etc."
665,RLAIF-V-39736,COCO,Explain the image's various components in depth.
665,RLHF-V-3957,coco,Explain the image's various components in depth.
666,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
666,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
666,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
666,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
666,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
667,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
667,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
667,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
667,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
668,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
668,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
668,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
668,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
669,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
669,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
669,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
669,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
669,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
669,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
669,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
669,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
669,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
669,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
669,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
669,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
669,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
670,RLAIF-V-21990,Google-Landmark,"Create a detailed description describing the elements of the given worldwide landmark image. Identify the name of the landmark and describe the objects, colors, perspectives, etc."
670,RLAIF-V-25610,Google-Landmark,"Create a detailed description describing the elements of the given worldwide landmark image. Identify the name of the landmark and describe the objects, colors, perspectives, etc."
670,RLAIF-V-39464,sharegpt4v-web-landmark,"Create a detailed description describing the elements of the given worldwide landmark image. Identify the name of the landmark and describe the objects, colors, perspectives, etc."
